"CountryCode"|"CountryName"|"FullyVaccinated"|"TravelOpenness"|"EntryRestrictions"|"Covid19Test"|"Quarantine"
SAU|Saudi Arabia|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SAU|Saudi Arabia|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SDN|Sudan|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SDN|Sudan|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SEN|Senegal|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SEN|Senegal|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SGP|Singapore|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SGP|Singapore|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SGS|South Georgia and the South Sandwich Islands|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SGS|South Georgia and the South Sandwich Islands|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SHN|Saint Helena, Ascension and Tristan da Cunha|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SHN|Saint Helena, Ascension and Tristan da Cunha|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SLB|Solomon Islands|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SLB|Solomon Islands|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SLE|Sierra Leone|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
SLE|Sierra Leone|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
SLV|El Salvador|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SLV|El Salvador|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SMR|San Marino|0|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SMR|San Marino|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SOM|Somalia|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SOM|Somalia|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SRB|Serbia|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
SRB|Serbia|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
STP|São Tomé and Príncipe|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
STP|São Tomé and Príncipe|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
SUR|Suriname|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SUR|Suriname|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SVK|Slovakia|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|MANDATORY_QUARANTINE
SVK|Slovakia|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|MANDATORY_QUARANTINE
SVN|Slovenia|0|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SVN|Slovenia|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SWE|Sweden|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|RECOMMENDED_QUARANTINE
SWE|Sweden|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
SWZ|Eswatini|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
SWZ|Eswatini|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
SYC|Seychelles|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SYC|Seychelles|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
SYR|Syria|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MAY_BE_REQUIRED_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
SYR|Syria|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MAY_BE_REQUIRED_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
TCA|Turks and Caicos Islands|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
TCA|Turks and Caicos Islands|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
TCD|Chad|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TCD|Chad|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TGO|Togo|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TGO|Togo|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
THA|Thailand|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
THA|Thailand|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TJK|Tajikistan|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
TJK|Tajikistan|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
TKL|Tokelau|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TKL|Tokelau|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TLS|East Timor|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TLS|East Timor|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TON|Tonga|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TON|Tonga|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TTO|Trinidad and Tobago|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TTO|Trinidad and Tobago|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TUN|Tunisia|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TUN|Tunisia|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
TUR|Turkey|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
TUR|Turkey|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
TUV|Tuvalu|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TUV|Tuvalu|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TWN|Taiwan|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TWN|Taiwan|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
TZA|Tanzania|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
TZA|Tanzania|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
UGA|Uganda|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
UGA|Uganda|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
UKR|Ukraine|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
UKR|Ukraine|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
UMI|United States Minor Outlying Islands|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
UMI|United States Minor Outlying Islands|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
URY|Uruguay|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
URY|Uruguay|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
UZB|Uzbekistan|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
UZB|Uzbekistan|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
VAT|Vatican City|0|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
VAT|Vatican City|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
VCT|Saint Vincent and the Grenadines|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
VCT|Saint Vincent and the Grenadines|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
VEN|Venezuela|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
VEN|Venezuela|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
VGB|British Virgin Islands|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
VGB|British Virgin Islands|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MAY_BE_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
VIR|U.S. Virgin Islands|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
VIR|U.S. Virgin Islands|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
VNM|Vietnam|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
VNM|Vietnam|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
VUT|Vanuatu|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
VUT|Vanuatu|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
WSM|Samoa|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
WSM|Samoa|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
ZAF|South Africa|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
ZAF|South Africa|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
ZMB|Zambia|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
ZMB|Zambia|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
ZWE|Zimbabwe|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
ZWE|Zimbabwe|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
